addle	make or become confused; muddle; drive crazy; become rotten (egg)	'/&/d/-/l	Not Available	normal	false
address	direct a speech to; speak to; deal with or discuss; direct one's efforts or attention to; make with a destination; N: formal speech	/@/'dr/E/s	Not Available	normal	false
adept	expert at; very skilled	'/&/d/E/pt	Not Available	normal	false
adhere	stick fast; be a devoted follower; N. adhesion: adhering; devotion; loyalty	/&/d'h/i/r	Not Available	normal	false
adherent	supporter; follower	/&/d'h/i/r/@/nt	Not Available	normal	false
adjacent	adjoining; neighboring; close by	/@/'/dZ//eI/s/@/nt	Not Available	easy	false
adjoin	be next to	/@/'/dZ///Oi//n	His yard adjoins ours. Canada adjoins the United States. Our garden adjoins the house. Suburbs adjoin the city.	easy	false
adjourn	suspend until a later time; move from one place to another	/@/'/dZ//[@]/rn	Not Available	normal	false
adjunct	something attached to but holding an inferior position	'/&//dZ//@//N/kt	Not Available	normal	false
adjuration	solemn urging; V. adjure: entreat earnestly; enjoin solemnly	Not available	Not Available	normal	false
adjutant	staff officer assisting the commander; assistant	'/&//dZ//@/t/@/nt	Not Available	normal	false
admonish	warn or speak to with gentle disapproval; reprove	/&/d'm/@/n/I//S/	Not Available	normal	false
adore	love deeply and respect highly	/@/'d/oU/r	Not Available	normal	false
adorn	decorate; to add beauty to; beautify	/@/'d/O/rn	Wild flowers adorned the river bank.	easy	false
adroit	having or showing skill in using the mind; resourceful in reaching one's objective; ingenious; clever; having or showing skill in the use of the hands or the body; skillful	/@/'dr//Oi//t	A good teacher is adroit in asking questions. But this adroit defence failed to make any impression upon Victoria (Lytton Strachey). Monkeys are adroit climbers.	easy	false
adulation	flattery; admiration that is more than is necessary or deserved	,/&//dZ//@/'l/eI/sh/@/n	Not Available	normal	false
adulterate	make impure or of poorer quality by adding inferior or tainted(contaminated) substances	/@/'d/@/lt/@/,r/eI/t	Not Available	normal	false
advent	a coming or arival, especially of something infrequent or unusually important	'/&/dv/E/nt	the advent of a new era, the advent of space exploration. The advent of spring was a time for festivals in ancient days.	easy	false
adventitious	accidental; casual; happening by chance	,/&/dv/@/n't/I//S//@/s	Not Available	normal	false
adversary	opponent; enemy	'/&/dv/@/r,s/E/r/i/	Not Available	normal	false
adverse	going against; opposing; unfavorable; hostile	/&/d'v/[@]/rs	Not Available	normal	false
adversity	great hardship or affliction; misfortune; calamitous event	/&/d'v/[@]/rs/I/t/i/	Not Available	normal	false
advert	refer	'/&/dv/@/rt	Not Available	normal	false
advocacy	support; active pleading on behalf of someone or something	'/&/dv/@/k/@/s/i/	Not Available	normal	false
advocate	to speak or write in favor or; recommend publicly (a measure, policy, belief, or theory); support	Not available	He advocates building more good roads.	easy	false
aegis	shield; protection; defense	'/i//dZ//I/s	Not Available	normal	false
aerie	nest of a large bird of prey	'/(@)/r/i/	Not Available	normal	false
aesthetic	artistic; dealing with or capable of appreciating the beautiful (of a person or building); CF. aesthete; CF. aesthetics	/E/s'/T//E/t/I/k	Not Available	normal	false
affable	easily approachable; easy to talk to; warmly friendly	'/&/f/@/b/@/l	Not Available	normal	false
affected	artificial; pretended	/@/'f/E/kt/I/d	Not Available	normal	false
affidavit	written statement made under oath (for use as proof in a court of law)	,/&/f/I/'d/eI/v/I/t	Not Available	normal	false
affiliation	joining; associating with	/@/,f/I/l/i/'/eI//S//@/n	Not Available	normal	false
affinity	feeling of kinship; similarity;	/@/'f/I/n/I/t/i/	strong affinity for her, many affinities between two languages	normal	false
affirmation	positive assertion; confirmation; solemn pledge by one who refuses to take an oath; V. affirm; ADJ. affirmative; CF. affirmative action: positive discrimination	,/&/f/@/r'm/eI//S//@/n	Not Available	normal	false
affliction	state of distress; trial; cause of distress or suffering; V. afflict: inflict grievous suffering on	/@/'fl/I/k/S//@/n	Not Available	normal	false
affluence	abundance; wealth	'/&/fl/u//@/ns	Not Available	normal	false
affront	insult; offense; intentional act of disrespect; V: insult or hurt the feelings of intentionally	/@/'fr/@/nt	Not Available	normal	false
afterlife	life after death; later part of one's life	'/&/ft/@/r,l/aI/f	Not Available	normal	false
agape	openmouthed	/A/'g/A/p/eI/	Not Available	normal	false
agenda	items of business at a meeting	/@/'/dZ//E/nd/@/	Not Available	normal	false
agglomeration	collection; heap; V. agglomerate: gather into a rounded mass; N. aggolmeate: jumbled mass; heap	/@/,gl/A/m/@/'r/eI//S//@/n	Not Available	normal	false
aggrandize	make greater; increase in power, wealth, rank, or honor; N. aggrandizement	/@/'gr/&/nd/aI/z	The dictator sought to aggrandize himself by new conquests.	normal	false
aggregate	sum; total; ADJ. V: gather into a mass or whole; accumulate; add up to;	'/&/gr/I/g/@/t	aggregate 100 dollars	normal	false
aghast	filled with great surprise or fear; horrified	/@/'g/&/st	Not Available	normal	false
agility	nimbleness; ability to move quickly	/@/'/dZ//I/l/I/t/i/	Not Available	normal	false
agitate	stir up; disturb	'/&//dZ//I/,t/eI/t	Not Available	normal	false
agnostic	one who is skeptical of the existence or knowability of a god or any ultimate reality	/&/g'n/A/st/I/k	Not Available	normal	false
agog	highly excited; intensely curious	/@/'g/A/g	Not Available	normal	false
agrarian	pertaining to land or its cultivation;	/@/'gr/(@)/r/i//@/n	agrarian reform	normal	false
airy	of air; high in the air; lofty; immaterial; unreal	'/(@)/r/i/	Not Available	normal	false
alacrity	cheerful promptness without reluctance	/@/'l/&/kr/I/t/i/	Not Available	normal	false
alchemy	medieval chemistry	'/&/lk/@/m/i/	Not Available	normal	false
alcove	nook; recess	'/&/lk/oU/v	Not Available	normal	false
alias	an assumed name esp. by a criminal (usually to mislead people); ADV. alias	'/eI/l/i//@/s	Not Available	normal	false
alienate	make unfriendly or hostile; estrange; separate; change the ownership of	'/eI/l/j//@/,n/eI/t	Not Available	normal	false
alimentary	supplying nourishment	,/&/l/@/'m/E/nt/@/r/i/	Not Available	normal	false
alimony	payments made regularly to an ex-spouse after divorce	'/&/l/@/,m/oU/n/i/	Not Available	normal	false
allay	calm; pacify	/@/'l/eI/	Not Available	normal	false
allege	to state positively; assert; declare; state without proof	/@/'l/E//dZ/	This man alleges that his watch has been stolen. The alleged theft never really happened. Where much is alleged something must be true (Edward Gibbon). He was tardy this morning and alleges that his bus was late.	normal	false
allegiance	loyalty	/@/'l/i//dZ//@/ns	Not Available	normal	false
allegory	story, play, or picture in which characters are used as symbols; fable	'/&/l/@/,g/oU/r/i/	Not Available	difficult	false
alleviate	relieve (pain)	/@/'l/i/v/i/,/eI/t	Not Available	normal	false
alliteration	repetition of beginning sound in poetry	/@/,l/I/t/@/'r/eI//S//@/n	Not Available	normal	false
allocate	assign; set apart for a particular purpose	'/&/l/@/,k/eI/t	Not Available	normal	false
alloy	mixture as of metals; something added that lowers in value or purity; V: mix; make less pure; lower in value or quality; spoil; CF. unalloyed: not in mixture with other maetals; pure; complete; unqualified;	'/&/lO/i/	unalloyed happiness	normal	false
allude	refer indirectly; N. allusion: indirect reference	/@/'l/u/d	Not Available	normal	false
allure	to tempt or attract very strongly; fascinate; charm; great charm or attractiveness.	/@/'l/U/r	Circus life allured him with its action and excitement. the allure of the sea.	easy	false
alluvial	pertaining to soil deposits left by running water; consisting of, or formed by sand, silt, or mud left by flowing water.	/@/'l/u/v/i//@/l	an alluvial plain. A delta is an alluvial deposit at the mouth of a river.	difficult	false
alms	money or goods given to the poor	/A/mz	Not Available	normal	false
aloft	upward; high up in the air	/@/'l/O/ft	Not Available	normal	false
aloof	apart; not open in one's relationship with other people; reserved; ADV.	/@/'l/u/f	Not Available	normal	false
altercation	noisy quarrel	,/O/lt/@/r'k/eI//S//@/n	Not Available	normal	false
altruistic	unselfishly generous; concerned for others; N. altiruism: unselfish concern for the welfare of others; unselfishness; OP. egoism	,/&/ltr/u/'/I/st/I/k	Not Available	normal	false
amalgam	combination of different things; mixture of metals (containing mercury) used for filling holes in teeth	/@/'m/&/lg/@/m	Not Available	normal	false
amalgamate	(of societies or groups) combine; unite in one body	/@/'m/&/lg/@/,m/eI/t	Not Available	normal	false
amass	collect (gradually, in a very large amount)	/@/'m/&/s	The miser amassed a fortune for himself.	easy	false
amazon	female warrior	'/&/m/@/,z/A/n	Not Available	normal	false
ambidextrous	capable of using either hand with equal ease	,/&/mb/I/'d/E/kstr/@/s	Not Available	normal	false
ambience	environment; atmosphere;	'/&/mb/i//@/ns	restraurant with a pleasant ambience, ambient temperature	normal	false
ambiguous	unclear or doubtful in meaning; having more than one possible interpretation	/&/m'b/I/g/j//u//@/s	Not Available	normal	false
ambivalence	the state of having contradictory or conflicting emotional attitudes or opinions	/&/m'b/I/v/@/l/@/ns	Not Available	normal	false
amble	walking at an easy unhurried pace; V: walk slowly and aimlessly	'/&/mb/@/l	Not Available	normal	false
ambrosia	food of the gods	/&/m'br/oU//Z//@/	Not Available	normal	false
ambulatory	able to walk	'/&/mb/j//@/l/@/,t/oU/r/i/	Not Available	normal	false
ambush	act of lying in wait to attack by surprise; sudden attack made from a concealed position;	'/&/mb/U//S/	lie in ambush	normal	false
ameliorate	improve	/@/'m/i/l/j//@/,r/eI/t	Not Available	normal	false
amenable	obedient; compliant; readily managed; responsive; willing to be led; answerable or accountable legally; responsible; able to be tested by;	/@/'m/i/n/@/b/@/l	amenable to sensible suggestions, He is very amenable, amenable to the usual tests	normal	false
amend	correct; change ; generally for the better	/@/'m/E/nd	Not Available	normal	false
amenities	convenient features that helps to make life pleasant; social courtesies	Not available	Not Available	normal	false
amiable	agreeable; lovable; warmly friendly	'/eI/m/i//@/b/@/l	Not Available	normal	false
amicable	having or showing a friendly attitude; peaceable	'/&/m/@/k/@/b/@/l	amicable settlement. Instead of fighting, the two nations settled their quarrel by amicable negotiation.	easy	false
amiss	wrong; faulty;	/@/'m/I/s	something amiss	normal	false
amity	friendship; peaceful relationship as between nations	'/&/m/I/t/i/	a treaty of amity and commerce. If there were true amity between nations there would be no wars.	normal	false
amnesia	loss of memory	/&/m'n/i//Z//@/	Not Available	easy	false
amnesty	pardon (allowed by government to political criminals)	'/&/mn/I/st/i/	Not Available	normal	false
amok(amuck)	in a state of rage;	/@/'m/@/k	run amok	normal	false
amoral	nonmoral; having no understanding of right and wrong	/eI/'m/O/r/@/l	Not Available	normal	false
amorous	moved by sexual love; loving; of sexual love;	'/&/m/@/r/@/s	amorous advances	normal	false
amorphous	formless; lacking shape or definition	/@/'m/O/rf/@/s	Not Available	normal	false
amphibian	able to live both on land and in water; N.	/&/m'f/I/b/i//@/n	Not Available	normal	false
amphitheater	oval building with tiers of seats; CF. arena	'/&/mf/@/,/T//i//@/t/@/r	Not Available	normal	false
ample	enough; abundant; spacious; large in size;	'/&/mp/@/l	ample opportunity/garden	normal	false
amplify	increase in size or effect; expand; broaden or clarify by expanding; intensify; make stronger;	'/&/mpl/@/,f/aI/	amplify one's remarks with a graph	normal	false
amputate	to cut off (all or a portion of leg, arm, had, or other part that grows out), usually by surgery.	'/&/mp/j//U/,t/eI/t	The doctor amputated the wouned soldier's leg.	easy	false
amulet	charm; talisman; an object worn believed to protect against evil, bad luck	'/&/m/j//@/l/I/t	Not Available	normal	false
anachronism	an error involving time in a story; something or someone misplaced in time; ADJ. anachronistic	/@/'n/&/kr/@/,n/I/z/@/m	Not Available	normal	false
analgesia	condition of being unable to feel pain	,/&/n/-/l'/dZ//i/z/i//@/	Not Available	normal	false
analgesic	causing insensitivity to pain; N.	,/&/n/-/l'/dZ//i/s/I/k	Not Available	normal	false
analogous	comparable; similar	/@/'n/&/l/@/g/@/s	The human heart is analogous to a pump.	easy	false
analogy	similarity; parallelism; comparing two similar things	/@/'n/&/l/@//dZ//i/	Not Available	normal	false
anarchist	person who seeks to overturn the established government; advocate of abolishing authority	'/&/n/@/rk/I/st	Not Available	normal	false
anarchy	absence of governing body; state of disorder	'/&/n/@/rk/i/	After its defeat in war the country was in a state of anarchy.	easy	false
anathema	solemn curse; someone or something regarded as a curse; V. anathematize	/@/'n/&//T//@/m/@/	Not Available	normal	false
ancestry	family descent; ADJ. ancestral	'/&/ns/E/str/i/	Not Available	normal	false
anchor	secure or fasten firmly; be fixed in place; N. anchorage	'/&//N/k/@/r	Not Available	normal	false
ancillary	subordinate; dependent; subservient; subsdiary; assisting; auxillary; an assistant; helper	'/&/ns/@/,l/E/r/i/	an ancillary engine in a sailboat.	normal	false
anecdote	short story of an amusing or interesting event	'/&/n/I/k,d/oU/t	Many anecdotes are told about Abe Lincoln.	easy	false
anemia	condition in which blood lacks red corpuscles; ADJ. anemic	/@/'n/i/m/i//@/	Not Available	normal	false
anesthetic	substance that removes sensation with or without loss of consciousness; N. anesthesia	,/&/n/I/s'/T//E/t/I/k	Not Available	normal	false
anguish	acute pain; extreme suffering	'/&//N/gw/I//S/	Not Available	normal	false
angular	sharp-cornered; having an angle; not rounded (body); bony; lean; gaunt; stiff in manner	'/&//N/g/j//@/l/@/r	Not Available	normal	false
animadversion	critical remark; V. animadvert: comment critically with disapproval	,/&/n/@/m/&/d'v/[@]/r/Z//@/n	Not Available	normal	false
animated	lively; spirited	'/&/n/@/,m/eI/t/I/d	Not Available	normal	false
animosity	active dislike or enmity; keen hostile feelings; ill will; violent hatred	,/&/n/@/'m/A/s/I/t/i/	Gossips soon earn the animosity of their neighbors	normal	false
animus	hostile feeling or intent; animosity; hostility; disposition	'/&/n/@/m/@/s	Not Available	normal	false
annals	records arranged in yearly parts; history	'/&/n/-/lz	Not Available	normal	false
anneal	reduce brittleness and improve toughness by heating and cooling (metal or glass)	/@/'n/i/l	Not Available	normal	false
annex	to join or add to a larger or more important thing; to attach as a qualification or limitation; to ad too a book or other writing; append	/&/'n/E/ks	The United States annexed Texas in 1845. to annex a clause to a contract. a translation with a glossary annexed.	normal	false
annihilate	to destroy completely; wipe out of existence	/@/'n/aI//@/,l/eI/t	An avalanche annihilated the village. to annihilate an army.	easy	false
annotate	to provide with explanatory or critical notes or comments; gloss	'/&/n/oU/,t/eI/t	Shakespeare's plays are often annoteated to make them easier to understand.	normal	false
annuity	yearly allowance	/@/'n/u//I/t/i/	Not Available	normal	false
annul	make void	/@/'n/@/l	Not Available	normal	false
anodyne	drug that relieves pain or trouble; -�+d-�; opiate; ADJ.	'/&/n/@/,d/aI/n	anodyne statement	normal	false
anoint	consecrate; to put oil on; cover or rub with ointment; smear; to put oil on (a person) in ceremony as a sign of sconsecration to office; to rub or smear with any other substance or liquid.	/@/'n//Oi//nt	Anoint suburned skin with cold cream. The bishop anointed the new kind.	difficult	false
anomalous	abnormal; irregular	/@/'n/A/m/@/l/@/s	Not Available	normal	false
anomaly	irregularity	/@/'n/A/m/@/l/i/	Not Available	normal	false
anonymity	state of being nameless; anonymousness; ADJ. anonymous	,/&/n/@/'n/I/m/I/t/i/	Not Available	normal	false
antagonism	hostility; active opposition; V. antagonize: cause to become an enemy; N. antagonist: person who is opposed to another; opponent; adversary; principal character in oppostion to the protagonist	/&/n't/&/g/@/,n/I/z/@/m	Not Available	normal	false
antecede	precede	,/&/nt/I/'s/i/d	Not Available	normal	false
antecedents	preceding events that influence what comes later; ancestors or early background	Not available	Not Available	normal	false
antediluvian	antiquated; extremely ancient	,/&/nt/i/d/I/'l/u/v/i//@/n	Not Available	normal	false
anthem	song of praise or patriotism;	'/&/n/T//@/m	national anthem	normal	false
anthology	book of literary selections by various authors; CF. omnibus	/&/n'/T//A/l/@//dZ//i/	Not Available	normal	false
anthropoid	manlike; resembling a human being; N.	'/&/n/T/r/@/,p//Oi//d	Not Available	normal	false
anthropologist	student of the history and science of humankind	,/&/n/T/r/@/'p/A/l/@//dZ//I/st	Not Available	normal	false
anthropomorphic	having human form or characteristics	,/&/n/T/r/@/p/@/'m/O/rf/I/k	Not Available	normal	false
anticlimax	letdown in thought or emotion; something unexciting, ordinary, or disappointing coming after something important or exciting	,/&/nt/I/'kl/aI/m/&/ks	Not Available	normal	false
antidote	remedy to counteract a poison or disease;	'/&/nt/I/,d/oU/t	antidote to the economic troubles	normal	false
antipathy	a strong or fixed dislike; a feeling against; aversion.	/&/n't/I/p/@//T//i/	She felt an antipathy to snakes.	easy	false
antiquated	that has grown old but is no longer valued; old-fashioned; out-of-date; too old for work or service	'/&/nt/@/,kw/eI/t/I/d	antiquated fashions, antiquated laws. Most science books written 20 years ago are not antiquated. This antiquated truck is ready for the junk heap.	easy	false
antique	old-fashioned; out-of-date; antiquated; of or belonging to ancient Greece or Rome; of times long ago; from times long ago; ancient; of or belonging to a distinctly earlier age than the present; something belonging to an earlier age.	/&/n't/i/k	She word an antique gown to the costume party. antique heroes. The antique chair was made in 1750. An antique gold finish is dull and slightly greenish. an antique shop, an antique dealer. This carved chest in a genuine antique.	easy	false
antiquity	quality of being very old; ancient times; �f�d	/&/n't/I/kw/I/t/i/	Not Available	normal	false
antiseptic	substance that prevents infection in a wound; ADJ.	,/&/nt/I/'s/E/pt/I/k	Not Available	normal	false
antithesis	contrast; direct opposite of or to; ADJ. antithetic or antithetical	/&/n't/I//T//I/s/I/s	Not Available	normal	false
antler	bony growth on the head of a deer	'/&/ntl/@/r	Not Available	normal	false
anvil	iron block used in hammering out metals	'/&/nv/I/l	Not Available	normal	false
apathy	lack of interest in or desire for activity; indifference; lack of feeling	'/&/p/@//T//i/	He was sunk in apathy after his failure. The apathy of the lazy boy was annoying. The citizens' apathy to local affairs resulted in poor government. The miser heard the old beggar's story with apathy.	easy	false
ape	imitate or mimic (a person's behavior or manner)	/eI/p	Not Available	normal	false
aperture	opening; hole; adjustable opening in a camera that limits the amount of light	'/&/p/@/r/tS//@/r	A window is an aperture for letting in light and air.	easy	false
apex	tip; summit; climax; highest point	'/eI/p/E/ks	Not Available	normal	false
aphasia	loss of speech due to injury or illness	/@/'f/eI//Z//@/	Not Available	normal	false
aphorism	pithy maxim or saying; ADJ. aphoristic	'/&/f/@/,r/I/z/@/m	Not Available	normal	false
apiarist	person who keeps bees	'/eI/p/i//@/r/I/st	Not Available	normal	false
apiary	a place where bees are kept	'/eI/p/i/,/E/r/i/	Not Available	normal	false
apiculture	bee-keeping	'/eI/p/@/,k/@/l/tS//@/r	Not Available	normal	false
aplomb	self-possession springing from perfect confidence in oneself; assurance; poise	/@/'pl/A/m	He exudes self-confidence and aplomb (Time).	normal	false
apocalyptic	like or giving a revelation especially of violent upheaval; prophetic; pertaining to revelations especially of disaster;	/@/,p/A/k/@/'l/I/pt/I/k	Among people wo see supernatural implications in natural phenomena, tornadoes have long been regarded as the apocalyptic of storms (New Yorker).	difficult	false
apocryphal	(of a story) widely believed but untrue	/@/'p/A/kr/@/f/@/l	Not Available	normal	false
apogee	highest point; the point farthest from the earth; OP. perigee	'/&/p/@/,/dZ//i/	Not Available	normal	false
apolitical	having an aversion or lack of concern for political affairs	,/eI/p/@/'l/I/t/I/k/@/l	Not Available	normal	false
apologist	a person who defends an idea, belief, religion, or other doctrine, in speech or writing.	/@/'p/A/l/@//dZ//I/st	Dictators and their apologists like to say that authoritarian government makes for economic efficiency, that loss of liberty is balanced by material gains (Time).	normal	false
apoplexy	stroke; loss of consciousness caused by too much blood in the brain	'/&/p/@/,pl/E/ks/i/	Not Available	normal	false
apostate	one who abandons his religious faith or political beliefs; N. apostasy	/@/'p/A/st/eI/t	Not Available	normal	false
apothecary	druggist; pharmacist	/@/'p/A//T//@/,k/E/r/i/	Not Available	easy	false
apothegm	pithy, compact saying	'/&/p/@/,/T//E/m	Not Available	normal	false
apotheosis	elevation to godhood; an ideal example of something	/@/,p/A//T//i/'/oU/s/I/s	Not Available	normal	false
appall	dismay; shock deeply	/@/'p/O/l	Not Available	normal	false
apparent	evident; easily seen or understood; appearing as such;	/@/'p/&/r/@/nt	apparent improvement	easy	false
apparition	ghost; phantom	,/&/p/@/'r/I//S//@/n	Not Available	normal	false
appease	pacify or soothe;	/@/'p/i/z	appease a crying baby	normal	false
